"fileName"	"mapBlock"	"ptrOffset"	"strOffset"	"strBytes"	"strText"	"translation"
"BARMAP"	"block1"	"1E30"	"2073"	"131 111 176 162 131 130 131 147 131 112 131 139 131 105 131 88 163 130 197 189 161"	"バー「モンパルナス」です。"	""
"BARMAP"	"block1"	"1E32"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	""
"BARMAP"	"block1"	"1E34"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"BARMAP"	"block1"	"1E36"	"1F74"	"131 125 131 67 131 88 131 103 201 147 88 130 197 189 161"	"マイストの店です。"	""
"BARMAP"	"block1"	"1E38"	"1F74"	"131 125 131 67 131 88 131 103 201 147 88 130 197 189 161"	"マイストの店です。"	""
"BARMAP"	"block1"	"1E3A"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	""
"BARMAP"	"block1"	"1E3C"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"BARMAP"	"block1"	"1E3E"	"1FA6"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	""
"BARMAP"	"block1"	"1E40"	"2089"	"131 111 176 162 131 121 131 147 131 77 131 147 131 89 131 112 131 137 131 95 131 67 131 88 163 130 197 189 161"	"バー「ペンギンズパラダイス」です。"	""
"BARMAP"	"block1"	"1E42"	"1F5F"	"147 71 201 131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"敵のスタークルーザーです。"	""
"BARMAP"	"block1"	"1E44"	"20BA"	"137 189 182 201 145 149 146 117 130 170 177 216 207 189 161"	"何かの装置があります。"	""
"BARMAP"	"block1"	"1E46"	"20BA"	"137 189 182 201 145 149 146 117 130 170 177 216 207 189 161"	"何かの装置があります。"	""
"BARMAP"	"block1"	"1E48"	"20BA"	"137 189 182 201 145 149 146 117 130 170 177 216 207 189 161"	"何かの装置があります。"	""
"BARMAP"	"block1"	"1E4A"	"1F62"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	""
"BARMAP"	"block1"	"1E4C"	"20A7"	"131 111 176 162 131 137 131 98 131 76 176 131 89 163 130 197 189 161"	"バー「ラッキーズ」です。"	""
"BARMAP"	"block1"	"1E4E"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	""
"BARMAP"	"block1"	"1E50"	"20D8"	"147 71 130 170 178 207 189 161"	"敵がいます。"	""
"BARMAP"	"block1"	"1E52"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	""
"BARMAP"	"block1"	"1E54"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	""
"BARMAP"	"block1"	"1E56"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	""
"BARMAP"	"block1"	"1E58"	"2016"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	""
"BARMAP"	"block1"	"1E5A"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"BARMAP"	"block1"	"1E5C"	"2016"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	""
"BARMAP"	"block1"	"1E5E"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"BARMAP"	"block1"	"1E60"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	""
"BARMAP"	"block1"	"1E62"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E64"	"1EE0"	"131 110 131 147 131 94 176 151 112 201 131 88 131 94 176 131 86 131 98 131 118 130 197 189 161"	"ハンター用のスターシップです。"	""
"BARMAP"	"block1"	"1E66"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	""
"BARMAP"	"block1"	"1E68"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	""
"BARMAP"	"block1"	"1E6A"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	""
"BARMAP"	"block1"	"1E6C"	"1F0F"	"143 67 151 157 141 72 143 234 130 197 189 161"	"修理工場です。"	""
"BARMAP"	"block1"	"1E6E"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"BARMAP"	"block1"	"1E70"	"1F91"	"140 154 149 168 130 170 177 216 207 189 161"	"建物があります。"	""
"BARMAP"	"block1"	"1E72"	"1F9D"	"143 111 140 251 130 197 189 161"	"出口です。"	""
"BARMAP"	"block1"	"1E74"	"1FA6"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	""
"BARMAP"	"block1"	"1E76"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"BARMAP"	"block1"	"1E78"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"BARMAP"	"block1"	"1E7A"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"BARMAP"	"block1"	"1E7C"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	""
"BARMAP"	"block1"	"1E7E"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E80"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	""
"BARMAP"	"block1"	"1E82"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E84"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E86"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E88"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E8A"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E8C"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E8E"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E90"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E92"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E94"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E96"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E98"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E9A"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E9C"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1E9E"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EA0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EA2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EA4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EA6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EA8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EAA"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EAC"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EAE"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EB0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EB2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EB4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EB6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EB8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EBA"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EBC"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EBE"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EC0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EC2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EC4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EC6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EC8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ECA"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ECC"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ECE"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ED0"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ED2"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ED4"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ED6"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1ED8"	"1F84"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"BARMAP"	"block1"	"1EDA"	"1F62"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	""
"BARMAP"	"block1"	"1EDC"	"1EE0"	"131 110 131 147 131 94 176 151 112 201 131 88 131 94 176 131 86 131 98 131 118 130 197 189 161"	"ハンター用のスターシップです。"	""
"BARMAP"	"block1"	"1EDE"	"1F5F"	"147 71 201 131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"敵のスタークルーザーです。"	""
"BARMAP"	"block2"	"2500"	"251A"	"131 111 176 131 105 176 131 104 144 175 0 66 65 82 78 65 82 68"	"バーナード星[00]ＢＡＲＮＡＲＤ"	""
"BARMAP"	"block2"	"2502"	"252D"	"152 102 144 175 131 104 131 137 131 67 131 141 131 98 131 78 0 68 82 89 32 82 79 67 75"	"惑星ドライロック[00]ＤＲＹ　ＲＯＣＫ"	""
"BARMAP"	"block2"	"2504"	"2547"	"131 65 131 95 131 128 51 0 65 68 65 77 45 51"	"アダム３[00]ＡＤＡＭ−３"	""
"BARMAP"	"block2"	"2506"	"2556"	"152 102 144 175 131 86 176 131 104 0 83 69 69 68"	"惑星シード[00]ＳＥＥＤ"	""
"BARMAP"	"block2"	"2508"	"2565"	"152 102 144 175 131 102 131 67 131 104 131 138 176 131 128 0 68 65 89 32 68 82 69 65 77"	"惑星デイドリーム[00]ＤＡＹ　ＤＲＥＡＭ"	""
"BARMAP"	"block2"	"250A"	"257F"	"152 102 144 175 131 73 176 131 139 131 104 131 106 131 133 176 131 136 176 131 78 0 79 76 68 32 78 46 89 46"	"惑星オールドニューヨーク[00]ＯＬＤ　Ｎ．Ｙ．"	""
"BARMAP"	"block2"	"250C"	"259E"	"152 102 144 175 131 75 131 139 131 75 131 147 131 96 131 133 131 143 58 136 226 144 213 0 71 65 82 71 65 78 67 72 85 87 65"	"惑星ガルガンチュワ：遺跡[00]ＧＡＲＧＡＮＣＨＵＷＡ"	""
"BARMAP"	"block2"	"250E"	"25C2"	"152 102 144 175 131 118 131 139 176 131 103 50 0 80 76 85 84 69 45 50"	"惑星プルート２[00]ＰＬＵＴＥ−２"	""
"BARMAP"	"block2"	"2510"	"25D7"	"131 88 131 121 176 131 88 131 82 131 141 131 106 176 58 68 50 68 0 67 79 76 79 78 89 45 68 50 68"	"スペースコロニー：Ｄ２Ｄ[00]ＣＯＬＯＮＹ−Ｄ２Ｄ"	""
"BARMAP"	"block2"	"2512"	"25F5"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103 0 71 45 67 65 84 65 80 85 76 84"	"重力カタパルト[00]Ｇ−ＣＡＴＡＰＵＬＴ"	""
"BARMAP"	"block2"	"2514"	"260F"	"0 63 46 46 85 78 75 78 79 87 78"	"[00]？．．ＵＮＫＮＯＷＮ"	""
"BARMAP"	"block2"	"2516"	"261B"	"162 131 111 176 131 105 176 131 104 201 145 233 163 150 123 139 146 146 110 0"	"「バーナードの鷹」本拠地[00]"	""
"BARMAP"	"block2"	"2518"	"2630"	"131 88 131 121 176 131 88 131 76 131 131 131 137 131 111 131 147 58 131 76 131 131 131 129 131 139 0 67 65 82 71 79 32 83 72 73 80"	"スペースキャラバン：キャメル[00]ＣＡＲＧＯ　ＳＨＩＰ"	""
"RIGMAP"	"block1"	"1E00"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"RIGMAP"	"block1"	"1E02"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	""
"RIGMAP"	"block1"	"1E04"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"RIGMAP"	"block1"	"1E06"	"2014"	"152 65 150 77 131 112 131 103 131 141 176 131 139 65 88 45 49 142 120 149 148 130 197 189 161"	"連邦パトロールＡＸ−１支部です。"	""
"RIGMAP"	"block1"	"1E08"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"RIGMAP"	"block1"	"1E0A"	"202E"	"131 111 176 130 170 177 216 207 189 161"	"バーがあります。"	""
"RIGMAP"	"block1"	"1E0C"	"20DD"	"162 131 138 131 87 131 139 165 131 88 131 94 176 131 86 131 98 131 118 165 131 84 131 124 176 131 103 163 148 82 151 191 196 143 67 151 157 201 147 88 201 151 108 130 197 189 161"	"「リジル・スターシップ・サポート」燃料と修理の店の様です。"	""
"RIGMAP"	"block1"	"1E0E"	"206E"	"65 88 45 51 201 138 175 144 167 142 186 130 197 189 161"	"ＡＸ−３の官制室です。"	""
"RIGMAP"	"block1"	"1E10"	"1FF6"	"145 229 183 197 138 226 130 170 177 216 207 189 161"	"大きな岩があります。"	""
"RIGMAP"	"block1"	"1E12"	"1FF6"	"145 229 183 197 138 226 130 170 177 216 207 189 161"	"大きな岩があります。"	""
"RIGMAP"	"block1"	"1E14"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	""
"RIGMAP"	"block1"	"1E16"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	""
"RIGMAP"	"block1"	"1E18"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"RIGMAP"	"block1"	"1E1A"	"1F5F"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	""
"RIGMAP"	"block1"	"1E1C"	"1F71"	"131 125 131 67 131 88 131 103 201 147 88 130 197 189 161"	"マイストの店です。"	""
"RIGMAP"	"block1"	"1E1E"	"20DD"	"162 131 138 131 87 131 139 165 131 88 131 94 176 131 86 131 98 131 118 165 131 84 131 124 176 131 103 163 148 82 151 191 196 143 67 151 157 201 147 88 201 151 108 130 197 189 161"	"「リジル・スターシップ・サポート」燃料と修理の店の様です。"	""
"RIGMAP"	"block1"	"1E20"	"1FA3"	"149 115 151 112 149 105 131 117 131 141 176 131 74 176 130 170 177 216 207 189 161"	"不用品ブローカーがあります。"	""
"RIGMAP"	"block1"	"1E22"	"207E"	"142 231 137 113 130 170 151 167 175 195 178 207 189 161"	"守衛が立っています。"	""
"RIGMAP"	"block1"	"1E24"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"RIGMAP"	"block1"	"1E26"	"2096"	"144 106 151 116 142 247 130 197 189 161"	"針葉樹です。"	""
"RIGMAP"	"block1"	"1E28"	"20AB"	"148 154 148 173 188 195 178 207 189 161"	"爆発しています。"	""
"RIGMAP"	"block1"	"1E2A"	"20B6"	"131 71 131 108 131 139 131 77 176 150 67 201 142 203 140 130 201 149 87 147 73 130 197 189 161"	"エネルギー砲の射撃の標的です。"	""
"RIGMAP"	"block1"	"1E2C"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	""
"RIGMAP"	"block1"	"1E2E"	"208D"	"147 71 130 170 178 207 189 161"	"敵がいます。"	""
"RIGMAP"	"block1"	"1E30"	"20D0"	"136 217 144 175 144 108 130 170 178 207 189 161"	"異星人がいます。"	""
"RIGMAP"	"block1"	"1E32"	"1F9A"	"143 111 140 251 130 197 189 161"	"出口です。"	""
"RIGMAP"	"block1"	"1E34"	"210D"	"137 70 146 136 141 96 201 147 252 140 251 130 197 189 161"	"宇宙港の入口です。"	""
"RIGMAP"	"block1"	"1E36"	"208D"	"147 71 130 170 178 207 189 161"	"敵がいます。"	""
"RIGMAP"	"block1"	"1E38"	"1F28"	"131 71 131 108 131 139 131 77 176 130 204 147 88 130 197 189 161"	"エネルギーの店です。"	""
"RIGMAP"	"block1"	"1E3A"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	""
"RIGMAP"	"block1"	"1E3C"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"RIGMAP"	"block1"	"1E3E"	"2039"	"131 111 176 162 131 77 131 139 131 111 129 91 131 103 163 130 197 189 161"	"バー「ギルバート」です。"	""
"RIGMAP"	"block1"	"1E40"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"RIGMAP"	"block1"	"1E42"	"20DD"	"162 131 138 131 87 131 139 165 131 88 131 94 176 131 86 131 98 131 118 165 131 84 131 124 176 131 103 163 148 82 151 191 196 143 67 151 157 201 147 88 201 151 108 130 197 189 161"	"「リジル・スターシップ・サポート」燃料と修理の店の様です。"	""
"RIGMAP"	"block1"	"1E44"	"208D"	"147 71 130 170 178 207 189 161"	"敵がいます。"	""
"RIGMAP"	"block1"	"1E46"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E48"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E4A"	"1F9A"	"143 111 140 251 130 197 189 161"	"出口です。"	""
"RIGMAP"	"block1"	"1E4C"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E4E"	"1F4A"	"137 189 182 130 170 177 216 207 189 161"	"何かがあります。"	""
"RIGMAP"	"block1"	"1E50"	"1F5F"	"131 88 131 94 176 131 78 131 139 176 131 85 176 130 197 189 161"	"スタークルーザーです。"	""
"RIGMAP"	"block1"	"1E52"	"20DD"	"162 131 138 131 87 131 139 165 131 88 131 94 176 131 86 131 98 131 118 165 131 84 131 124 176 131 103 163 148 82 151 191 196 143 67 151 157 201 147 88 201 151 108 130 197 189 161"	"「リジル・スターシップ・サポート」燃料と修理の店の様です。"	""
"RIGMAP"	"block1"	"1E54"	"204D"	"131 111 176 130 170 177 216 207 189 161"	"バーがあります。"	""
"RIGMAP"	"block1"	"1E56"	"1F3A"	"131 112 176 131 99 201 147 88 130 170 177 216 207 189 161"	"パーツの店があります。"	""
"RIGMAP"	"block1"	"1E58"	"1F1C"	"149 144 138 237 201 147 88 130 197 189 161"	"武器の店です。"	""
"RIGMAP"	"block1"	"1E5A"	"211D"	"131 118 131 137 131 67 131 104 136 226 144 213 140 164 139 134 143 138 130 197 189 161"	"プライド遺跡研究所です。"	""
"RIGMAP"	"block1"	"1E5C"	"2209"	"146 78 182 130 170 178 207 189 161"	"誰かがいます。"	""
"RIGMAP"	"block1"	"1E5E"	"2134"	"136 234 142 237 201 145 229 140 94 147 93 145 151 145 149 146 117 201 214 179 130 197 189 161"	"一種の大型転送装置のようです。"	""
"RIGMAP"	"block1"	"1E60"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"RIGMAP"	"block1"	"1E62"	"1FD7"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103 201 30 193 170 175 184 182 179 221 192 176 30 130 197 189 161"	"重力カタパルトのチェックカウンターです。"	""
"RIGMAP"	"block1"	"1E64"	"1FD7"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103 201 30 193 170 175 184 182 179 221 192 176 30 130 197 189 161"	"重力カタパルトのチェックカウンターです。"	""
"RIGMAP"	"block1"	"1E66"	"1FD7"	"143 100 151 205 131 74 131 94 131 112 131 139 131 103 201 30 193 170 175 184 182 179 221 192 176 30 130 197 189 161"	"重力カタパルトのチェックカウンターです。"	""
"RIGMAP"	"block1"	"1E68"	"1F8E"	"140 154 149 168 130 170 177 216 207 189 161"	"建物があります。"	""
"RIGMAP"	"block1"	"1E6A"	"214D"	"140 154 149 168 201 142 99 138 91 130 197 189 161"	"建物の残骸です。"	""
"RIGMAP"	"block1"	"1E6C"	"214D"	"140 154 149 168 201 142 99 138 91 130 197 189 161"	"建物の残骸です。"	""
"RIGMAP"	"block1"	"1E6E"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E70"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E72"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E74"	"215B"	"131 101 131 141 131 138 131 88 131 103 201 147 193 142 234 149 186 138 237 130 197 189 161"	"テロリストの特殊兵器です。"	""
"RIGMAP"	"block1"	"1E76"	"1F03"	"143 151 201 144 108 130 170 178 207 189 161"	"女の人がいます。"	""
"RIGMAP"	"block1"	"1E78"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"RIGMAP"	"block1"	"1E7A"	"1F81"	"137 189 211 138 180 146 109 188 207 190 221 161"	"何も感知しません。"	""
"RIGMAP"	"block1"	"1E7C"	"2209"	"146 78 182 130 170 178 207 189 161"	"誰かがいます。"	""
"RIGMAP"	"block1"	"1E7E"	"21AD"	"147 193 142 234 197 131 81 129 91 131 103 130 197 189 161"	"特殊なゲートです。"	""
"RIGMAP"	"block1"	"1E80"	"1EFA"	"146 106 130 170 178 207 189 161"	"男がいます。"	""
"RIGMAP"	"block1"	"1E82"	"1F8E"	"140 154 149 168 130 170 177 216 207 189 161"	"建物があります。"	""
